Account,8329 Era,8339 Era,8357 Era,8391 Era,8396 Era,Total
5FU7xGTj1cqzm5sAudQFt24sDtKed5EdEUGTj1UujNQ64Lb5,289911,13966261,6597786,5825526,7254673,33934157
5F4N2qxzGGhR1vKU7rRedA5H2219rAUnRQ6d3qjoZonBkEik,307691,12305528,7329044,7075937,8560472,35578672
5FA7jmMVg8Rs6BUv56rYKXRXLm98jE2k618FHPpQ9PvhQMHo,130413,5167787,3227741,1913474,2502070,12941485
5Gs84Q5R6mKFBM8SG8ZLfxBphevY2EAhc9BUZLh1VKLPZ9FM,3971,144774,92520,73738,89375,404378
5Df6BToxhuAX9Mru5wveMKpvUuYmfE6JaQ7J1L2NgAqcMFvd,5956,217160,129012,110607,0,462735
5F55QuxV682tctPGVR66GbRhrQLYq1yo2oBoseEEPrDTjPQC,35642,1417444,772060,758042,0,2983188
5Hovxfst2dnvccqS7V52PESSbM5TfxrPfTQn6LGd3Tpvphep,40426,1776908,941975,936697,1120062,4816068
5FKmaEwc7ELooHnJAhXBYMMeqxNkGz8K7faCEVe6v5nstivB,3563,129909,77178,66167,80198,357015
5CDaekB4CkTMCc951dW6DFcfPY79vMa5ZdcdxdBrvL5srYjN,4257,150023,99192,73382,94342,421196
5G6k3qGzdP41u63Ftdb2brRBFejguzwi3dvtHzCoHVEeVdsH,7126,0,0,0,0,7126
5CypTaFf6qsQESJKNQkUA6cs6TRdNfs1FTTApMtoisrPRGot,141903,4379976,3596631,2163178,2778595,13060283
5D2bWZvimSmHMQziUSqBHGVFhwcSJUyrSdc96sJp3DPY44Cc,0,95382,72918,49945,65676,283921
5GLHqjeGyqFvoerG2USeAgZMTEq3y7v4KE96UMbqpYQV3UdE,0,152106,81035,0,0,233141
5HpL5tHAJ8B8f1JjZvxWAM2Ck3vn2daso2E4765b2aLMXxQL,0,5258224,2980717,2622081,3195569,14056591
5CesDiEeJbidjWWurXfy1HH3yqdJd3bEfuJkFDyVfJFaoQiA,0,4718687,3677327,0,0,8396014
5E4it9GoJYdm4V64dzoh6Azut9KUXWZAJfHRmdbFNqhzDfHs,0,1734548,813116,0,0,2547664
5CoiB5gjk1ccSLpevFPAjw58zkFiZtokQr6N77jwV8fNi1ky,0,1658804,895058,0,0,2553862
5DaSTwhParBxMFwCo6b7aSFh9pfMKacfki9TkZSs4pmN4wm2,0,5076426,3781074,2069032,2524691,13451223
5CJoGWxLYyqJ7VCLJya3SuTSiqePTBLQ6eKYdzfHWgG8cNea,0,1730024,1004714,1977291,2814314,7526343
5CS75e1T3PcDYpijPQdjwYqpf4LVH6sV8HByAo4unhaanewo,0,1815352,1181538,2019120,0,5016010
5FbNsEK8JG2BbZDmzTQ7ZAoMZvhPSTzKRjcLyVacmWAKsNxw,0,2151288,935518,0,0,3086806
5Haj7HQQJUZCJZZiVxMoTMizasH2VUtVCqNgsRK32W1vZqRW,0,1924760,1252964,2530921,2562570,8271215
5EcR7ZnsTPCGM2kTQ1C1cxHYQfL1ZgcHSjLUukC8GmD87Gkt,0,127693,64166,47440,64067,303366
5Evi5DL4PPBQGgrJzW7rqUVHoZTByQhuE6QyabGM1DPQC6Nz,0,6383696,3410975,1970290,2428355,14193316
5EJ1g4VLWzvoaZ3pKVJbwY7W2zjWKMzhdFvhXB7i394neDyr,0,97248,63389,0,0,160637
5G23iUgMscn2afQeLeG9Ta4Jub6vSqGzRniFY8PJ4nsV6wao,0,5799007,3701104,1978362,2441121,13919594
5FsfUWKCca3FYTgqdCCKfDzkKGnw1n21wTbG55JgjUfsQQgM,0,5517468,0,0,0,5517468
5CfvZypWT1yrwg2aCrsL3an2JsUFUExBD3n23i7iU4yGJwZu,0,135671,96941,68590,88749,389951
5ELPfQexXvsDSVFJdvvMYGUdFNWZUeQ7cys6JX9NMpfcKt2u,0,0,5602,0,0,5602
5GU9xCww2Rbn9LyARPNRsPKXE5FmPcDkx5J7boUdxx75jeqj,0,0,392034,219780,250772,862586
5DkDtksnVDdprs4k5riZGuadWjcWdYEQAiXx2w48WXvQ8nip,0,0,1359233,1007391,1242128,3608752
5FesxsKCkxLmpCRsnf3VRRkQiWRafNiFMR7dLq5SvcFsYqXk,0,0,1588849,0,0,1588849
5C5CP45j9HghVPtUuo2BrPg36dkavcsi1ddTr5inwyD9689u,0,0,41734,47358,58314,147406
5HNP1byeJWD6De5teQDSjzFPDp7zjHBEwUm568TTgmevTHfP,0,0,26364,12185,13593,52142
5EAHPaDm83GTuyaEyehYtVHrEx1ZwbVU3ctsPvxK5CfKQatg,0,0,129682,142219,192528,464429
5Fhj5Frt7b5YrfcdexdFw199JR7vCqj3DvH7V52vqfvuHbJg,0,0,40342,48160,66290,154792
5H64dC5Rg2tDjgTRjSPh6BCqoFa6wWNXdJ6PR5jk9xaeykMK,0,0,256292,274666,319089,850047
5HKqccBq8p96HNzQk5m7akuSoXFBRpGBQVQMPqAHRv8MXHT7,0,0,407901,421373,487175,1316449
5GZPKbnhn8Rt6axQx3jcyqbRxc1d7Lhra2Ajc7o8t63RUttX,0,0,285279,243431,0,528710
5HWcpuDMecwtvHLY2WSuZgZdn1TzHTjGtdYFM8i4E8Jznxt9,0,0,93275,0,0,93275
5EXcqFm4vGnVn17sKoxmqByHqepi6equHsxhwHJvPp2CGJ4m,0,0,93275,0,0,93275
5DjyaPBDs5homHD2s6KXN3GweyTLxcGyCyJpHxZZcuJj37yZ,0,0,93275,0,0,93275
5DLk7t1LUc3CeAQAuGz5fNqqtTqWCnwurjRhpDn3mbFikdmV,0,0,158655,129961,162003,450619
5FqExR2Gdj6JzBqGnq5XnxsGomzg6xwhuhUy44qiuXU6bdRs,0,0,9258,8593,8458,26309
5HZHiGWusJPQ5Fh9djtRH9TNmDWLmVW9NCFGkyvzooEAo86G,0,0,61396,34472,52880,148748
5HEEhsRBWuQLeJWgDoGHKYL2TP3u8JCwp9UYEj7vCrBXF449,0,0,1054275,2039444,2836201,5929920
5H3Kn4s5Jh6tnSogWFMZTmMD66tven5qct3UKQhUCD8vBjao,0,0,768251,677254,865408,2310913
5GudmjKXp71GorXM33yp9BWccBFwUZ2JQVA86HjcqFQpgqc5,0,0,180067,194756,258971,633794
5HdLt7b26XQ2BLM5DGVRyqDQAPxFwwHTzFvYyTXyPXoXtD2s,0,0,194072,209904,279113,683089
5E2TFP3Ha9tckGbPXzxrzShFTyWuVe4VyADgc7eS3LFHJaot,0,0,0,909404,1222434,2131838
5C4j5uwph4NTprBMCGwJs9ZD1xUFsnhg8vShNAGiAGHJ8LhF,0,0,0,19069,24342,43411
5GCZzxf1h1eXhCJQXzKQZacmGeYa9iWgKH5n8rSeL7QsGt9G,0,0,0,2618090,3187166,5805256
5GQqyeWm1f2eHyBKQARDYGNKxcam3wdJAQkGtbfoNUaaJaAU,0,0,0,92046,123534,215580
5Fk7SfEgwT5dGm3uqhXhessa6pcgtkWmmPFELxbjdpbYPUso,0,0,0,92046,0,92046
5E7Spsqx1qpeVsjpQoPvXLFztUsLekU4ZtM1Jm9d59DQptat,0,0,0,24360,29874,54234
5FhTeMQ9Z4QTP42LNhJn9pVBjmHRkWZhbMnTDoaV1q8XW48b,0,0,0,971166,1314706,2285872
5DPcccthVk9Tr5FdhT14QQQ3Sj1eTLErHQ3Yct4qGEQWYNN5,0,0,0,72856,88675,161531
5GvJupBxaCyHaNBBNYKNqPWimboMWdDuJ67E2BTWZxndRhuf,0,0,0,49769,66006,115775
5GixAyESbVRcTtoFUNf35rLfDSoEe1EWyJ9PytTRe4ieGqPn,0,0,0,361761,440618,802379
5HTa7qXDy5FixETz8LBeJ7diwz7bajz9RTv8HnL6y5KV23Vt,0,0,0,84458,0,84458
5F48C4BYhHp8z3GcXSoAaSFKh2N433HJcx9KHa7NBAgmc3bx,0,0,0,3740,8886,12626
